시군명,학교구분명,공사립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
양주시,중학교,공립,양주백석중학교,031-855-1201,경기도 양주시 백석읍 복지리 162번지 양주백석중학교,경기도 양주시 백석읍 양주산성로574번길 38,11510,37.7889783100,126.9899398460
양주시,중학교,사립,남문중학교,031-863-3837,경기도 양주시 남면 신산리 186-2번지,경기도 양주시 남면 개나리18길 1,11404,37.8968013605,126.9800752245
양주시,고등학교,공립,덕계고등학교,031-860-2903,경기도 양주시 덕계동 524-1번지 덕계고등학교,경기도 양주시 평화로1489번길 34,11440,37.8240352183,127.0479620539
양주시,고등학교,공립,덕현고등학교,031-850-2600,경기도 양주시 만송동 703번지 덕현고등학교,경기도 양주시 고읍북로 36,11493,37.7981225773,127.0842566871
양주시,고등학교,공립,양주고등학교,031-843-1203,경기도 양주시 삼숭동 680-1번지 양주고등학교,경기도 양주시 삼숭로38번길 78-52,11487,37.7945637981,127.1071755892
양주시,고등학교,사립,한국외식과학고등학교,031-863-6124,경기도 양주시 남면 신산리 186-2번지 한국외식과학고등학교,경기도 양주시 남면 개나리18길 1,11404,37.8968013605,126.9800752245
양주시,초등학교,공립,광사초등학교,031-856-0391,경기도 양주시 광사동 660번지 광사초등학교,경기도 양주시 고읍남로191번길 12,11492,37.7911766358,127.0837268309
양주시,초등학교,공립,광숭초등학교,031-856-9671,경기도 양주시 삼숭동 186-6번지 광숭초등학교,경기도 양주시 삼숭로58번길 100,11486,37.8014832228,127.1070036429
양주시,초등학교,공립,남면초등학교양덕분교장,031-866-9536,경기도 양주시 남면 한산리 272-1번지,경기도 양주시 남면 은남로119번길 373,11403,37.9085516339,126.9985381653
양주시,초등학교,공립,덕도초등학교,031-855-3069,경기도 양주시 광적면 석우리 525-14번지 덕도초등학교,경기도 양주시 광적면 광적로224번길 122,11414,37.8402760614,126.9774115561
양주시,초등학교,공립,만송초등학교,031-856-0252,경기도 양주시 만송동 702번지 만송초등학교,경기도 양주시 고읍로 117-32,11493,37.7972841535,127.0850391909
양주시,초등학교,공립,산북초등학교,031-840-4131,경기도 양주시 산북동 352-1번지,경기도 양주시 평화로1261번길 96-46,11497,37.8062804933,127.0396277971
양주시,초등학교,공립,삼상초등학교,031-855-8654,경기도 양주시 장흥면 삼상리 288번지 삼상초등학교,경기도 양주시 장흥면 일영로 641,11524,37.6997348931,126.9300510798
양주시,초등학교,공립,상수초등학교,031-863-7009,경기도 양주시 남면 상수리 443-2번지 상수초등학교,경기도 양주시 남면 화합로 503,11409,37.8686394018,126.9878234097
양주시,초등학교,공립,신지초등학교,031-836-8123,경기도 양주시 백석읍 복지리 156번지 신지초등학교,경기도 양주시 백석읍 양주산성로574번길 20,11510,37.7885098990,126.9907119060
양주시,초등학교,공립,양주덕현초등학교,031-847-7370,경기도 양주시 고읍동 80-2번지 양주덕현초등학교,경기도 양주시 부흥로 1989,11481,37.7988367031,127.0807376688
양주시,중학교,공립,회천중학교,031-864-9462,경기도 양주시 고암동 122-2번지 회천중학교,경기도 양주시 고암길 77,11455,37.8323128983,127.0708674942
양평군,초등학교,공립,양평동초등학교,031-774-4407,경기도 양평군 양평읍 창대리 639번지,경기도 양평군 양평읍 창대길 20-8,12560,37.4881936178,127.5073994986
양평군,초등학교,공립,양평단월초등학교,031-773-0224,경기도 양평군 단월면 보룡리 693-1번지,경기도 양평군 단월면 보룡길 65,12529,37.5395186393,127.6730402320
양평군,초등학교,공립,옥천초등학교,031-772-5184,경기도 양평군 옥천면 옥천리 549-1번지 옥천초등학교,경기도 양평군 옥천면 옥천길 51,12507,37.5194371269,127.4593091151
양평군,초등학교,공립,원덕초등학교,031-772-2820,경기도 양평군 양평읍 원덕리 381번지 원덕초등학교,경기도 양평군 양평읍 원덕흑천길 180,12565,37.4681077869,127.5427021274
양평군,초등학교,공립,강상초등학교,031-774-6311,경기도 양평군 강상면 신화리 243번지 강상초등학교,경기도 양평군 강상면 신화길 86,12572,37.4729958527,127.4787079436
양평군,초등학교,공립,개군초등학교,031-772-8007,경기도 양평군 개군면 하자포리 276-1번지,경기도 양평군 개군면 자진개1길 23,12568,37.4276179762,127.5345932268
양평군,초등학교,공립,대아초등학교,031-772-7397,경기도 양평군 양서면 증동리 573번지,경기도 양평군 양서면 방죽들길 5,12580,37.5275444130,127.4156568794
양평군,초등학교,공립,세월초등학교,031-772-3504,경기도 양평군 강상면 세월리 126-1번지 세월초등학교,경기도 양평군 강상면 세월길147번길 2,12573,37.4362773357,127.4948703922
양평군,초등학교,공립,지평초등학교,031-773-7054,경기도 양평군 지평면 지평리 502-2번지 지평초등학교,경기도 양평군 지평면 지평의병로 107,12541,37.4755284705,127.6376606006
양평군,중학교,공립,강하중학교,031-772-4067,경기도 양평군 강하면 왕창리 44-1번지 강하중학교,경기도 양평군 강하면 왕창부로길 74-3,12574,37.4826672352,127.4049291221
양평군,중학교,공립,양수중학교,031-772-2722,경기도 양평군 양서면 용담리 212번지 양수중학교,경기도 양평군 양서면 용담3길 15,12584,37.5446290553,127.3252724970
양평군,중학교,공립,지평중학교,031-773-7843,경기도 양평군 지평면 지평리 553번지 지평중학교,경기도 양평군 지평면 지평로 418,12541,37.4744185895,127.6346102325
양평군,중학교,사립,용문중학교,031-773-3534,경기도 양평군 용문면 마룡리 663-2번지 용문중고등학교,경기도 양평군 용문면 용문로 437,12515,37.4911905961,127.5990203781
양평군,고등학교,공립,지평고등학교,031-773-7842,경기도 양평군 지평면 지평리 553번지 지평고등학교,경기도 양평군 지평면 지평로 418,12541,37.4744185895,127.6346102325
양평군,고등학교,사립,양동고등학교,031-773-1032,경기도 양평군 양동면 쌍학리 218-1번지 양동고등학교,경기도 양평군 양동면 학둔지윗길 47-7,12539,37.4217324712,127.7555628136
양평군,고등학교,사립,양일고등학교,031-772-2281,경기도 양평군 양평읍 양근리 148번지 양일고등학교,경기도 양평군 양평읍 관문2길 9,12552,37.4941883451,127.4938139046
양평군,초등학교,공립,다문초등학교,031-773-3439,경기도 양평군 용문면 다문리 626번지 다문초등학교,경기도 양평군 용문면 다문중앙2길 27,12522,37.4856675920,127.5918307958
양평군,고등학교,사립,용문고등학교,031-773-3534,경기도 양평군 용문면 마룡리 663-2번지 용문고등학교,경기도 양평군 용문면 용문로 437,12515,37.4911905961,127.5990203781
양평군,초등학교,공립,수입초등학교,031-773-6120,경기도 양평군 서종면 수입리 673번지 수입초등학교,경기도 양평군 서종면 무드리2길 20,12500,37.6445884750,127.3754907739
양평군,초등학교,공립,양동초등학교,031-773-1007,경기도 양평군 양동면 석곡리 190번지 양동초등학교,경기도 양평군 양동면 양동로 1671,12536,37.4302902869,127.7501237402
양평군,초등학교,공립,양동초등학교고송분교장,031-773-1173,경기도 양평군 양동면 고송리 821-1번지 양동초고송분교장,경기도 양평군 양동면 고송길 32-16,12533,37.4865282210,127.7002111444
양평군,초등학교,공립,양서초등학교,031-772-7406,경기도 양평군 양서면 도곡리 320-1번지 양서초등학교,경기도 양평군 양서면 양서도곡길 8,12583,37.5126016235,127.3820498679
양평군,초등학교,공립,양수초등학교,031-772-2722,경기도 양평군 양서면 용담리 212번지 양수초등학교,경기도 양평군 양서면 용담3길 15,12584,37.5446290553,127.3252724970
양평군,초등학교,공립,양평초등학교,031-774-9614,경기도 양평군 양평읍 양근리 491-9번지 양평초등학교,경기도 양평군 양평읍 양근로 142,12554,37.4933006017,127.4862319464
양평군,초등학교,공립,용문초등학교,031-773-3032,경기도 양평군 용문면 광탄리 154번지 용문초등학교,경기도 양평군 용문면 용문로 837,12513,37.5097742841,127.6326912863
양평군,초등학교,공립,정배초등학교,031-773-5376,경기도 양평군 서종면 정배리 330번지 정배초등학교,경기도 양평군 서종면 명덕길 10,12501,37.6026502533,127.4232057444
양평군,초등학교,공립,조현초등학교,031-772-4944,경기도 양평군 용문면 조현리 174-1번지 조현초등학교,경기도 양평군 용문면 중원산로 157,12511,37.5226658577,127.6158315618
양평군,초등학교,공립,강하초등학교,031-772-4005,경기도 양평군 강하면 운심리 43-2번지,경기도 양평군 강하면 운심길 33,12574,37.4962200500,127.4096267973
양평군,초등학교,공립,곡수초등학교,031-772-9333,경기도 양평군 지평면 곡수리 387-1번지 곡수초등학교,경기도 양평군 지평면 곡수길56번길 17,12544,37.4181727905,127.6117482109
양평군,초등학교,공립,서종초등학교,031-773-6031,경기도 양평군 서종면 문호리 733번지,경기도 양평군 서종면 북한강로789번길 8,12502,37.6089484291,127.3480757690
양평군,초등학교,공립,청운초등학교,031-773-9009,경기도 양평군 청운면 용두리 510-2번지 청운초등학교,경기도 양평군 청운면 용두로156번길 30,12530,37.5547416350,127.7136795420
양평군,중학교,공립,국수중학교,070-7009-2981,경기도 양평군 양서면 국수리 330-12번지 국수중학교,경기도 양평군 양서면 대심상심길 13,12582,37.5104949315,127.4007351635
양평군,중학교,공립,양평중학교,031-772-2939,경기도 양평군 양평읍 공흥리 714-7번지,경기도 양평군 양평읍 양평중학교길 29,12551,37.4981390403,127.4970852792
양평군,중학교,공립,청운중학교,031-773-9068,경기도 양평군 청운면 용두리 690-4번지,경기도 양평군 청운면 청운로 28,12530,37.5531866255,127.7115712015
양평군,중학교,사립,개군중학교,031-772-8005,경기도 양평군 개군면 부리 453-1번지,경기도 양평군 개군면 추읍로 15,12569,37.4283347154,127.5394789809
양평군,중학교,사립,단월중학교,031-773-0263,경기도 양평군 단월면 보룡리 395-13번지 단월중학교,경기도 양평군 단월면 보룡길 83,12529,37.5409372631,127.6723174680
양평군,중학교,사립,서종중학교,031-773-6032,경기도 양평군 서종면 문호리 687-2번지 서종중학교,경기도 양평군 서종면 북한강로 854,12502,37.6132568451,127.3505420705
양평군,중학교,사립,양동중학교,031-773-1032,경기도 양평군 양동면 쌍학리 218-1번지 양동중학교,경기도 양평군 양동면 학둔지윗길 47-7,12539,37.4217324712,127.7555628136
양평군,중학교,사립,양일중학교,031-772-2405,경기도 양평군 양평읍 양근리 148번지,경기도 양평군 양평읍 관문2길 9,12552,37.4941883451,127.4938139046
양평군,고등학교,공립,양평고등학교,031-772-2580,경기도 양평군 양평읍 양근리 237-1번지,경기도 양평군 양평읍 양근로 260,12562,37.4857472496,127.4957033925
양평군,고등학교,공립,양평전자과학고등학교,031-772-7302,경기도 양평군 양서면 국수리 330-12번지 양평전자과학고등학교,경기도 양평군 양서면 대심상심길 13,12582,37.5104949315,127.4007351635
양평군,고등학교,공립,청운고등학교,031-773-9008,경기도 양평군 청운면 용두리 690-4번지 청운중고등학교,경기도 양평군 청운면 청운로 28,12530,37.5531866255,127.7115712015
양평군,고등학교,사립,양서고등학교,031-770-1412,경기도 양평군 양서면 용담리 221-1번지,경기도 양평군 양서면 상촌길 31-12,12584,37.5475691882,127.3274917655
여주시,초등학교,공립,이포초등학교,031-882-9317,경기도 여주시 금사면 이포리 311-2번지 이포초등학교,경기도 여주시 금사면 이여로 1237,12604,37.3886788024,127.5301401053
여주시,고등학교,사립,여주고등학교,031-883-5111,경기도 여주시 교동 454-5번지 여주고등학교,경기도 여주시 세종로 254-58,12652,37.2699172644,127.6349383568
여주시,초등학교,공립,이포초등학교하호분교장,031-886-9416,경기도 여주시 금사면 이포리 311-2번지 이포초등학교,경기도 여주시 금사면 이여로 1237,12604,37.3886788024,127.5301401053
여주시,초등학교,공립,천남초등학교,031-883-7275,경기도 여주시 대신면 천남리 104번지 천남초등학교,경기도 여주시 대신면 참샘2길 1,12611,37.3458468248,127.6312518862
여주시,중학교,공립,강천중학교,070-876-9674,경기도 여주시 강천면 간매리 268-1번지,경기도 여주시 강천면 강문로 594,12616,37.2709726986,127.7126267578
여주시,중학교,공립,세종중학교,031-884-6175,경기도 여주시 교동 121-11번지 세종중학교,경기도 여주시 세종로 204-17,12650,37.2792180739,127.6328061177
여주시,중학교,공립,여주중학교,031-880-8993,경기도 여주시 능서면 왕대리 973번지 여주중학교,경기도 여주시 능서면 농도원1길 78,12643,37.2969101613,127.6198371278
여주시,중학교,공립,흥천중학교,031-881-2302,경기도 여주시 흥천면 효지리 163-1번지 흥천중학교,경기도 여주시 흥천면 흥천로 308-27,12607,37.3266301778,127.5550357765
여주시,중학교,사립,세정중학교,031-882-4700,경기도 여주시 능서면 매류리 376-6번지 세정중학교,경기도 여주시 능서면 양화로 697,12641,37.2801325973,127.5638405270
여주시,중학교,사립,여주제일중학교,031-882-3303,경기도 여주시 가남읍 심석리 350-1번지 여주제일중학교,경기도 여주시 가남읍 여주남로 1155-15,12661,37.2062792890,127.5554532403
여주시,고등학교,공립,세종고등학교,031-883-1120,경기도 여주시 상동 144-5번지 세종고등학교,경기도 여주시 청심로 221,12620,37.2956340072,127.6446382057
여주시,고등학교,공립,점동고등학교,031-884-1478,경기도 여주시 점동면 청안리 122번지,경기도 여주시 점동면 청안로 152,12667,37.2066991681,127.6634962125
여주시,고등학교,사립,여강고등학교,031-882-0109,경기도 여주시 북내면 신접리 200번지 여강중고등학교,경기도 여주시 북내면 여강로 337-8,12614,37.3301574787,127.6838809686
여주시,고등학교,사립,여주제일고등학교,031-882-3353,경기도 여주시 가남읍 심석리 350-1번지 여주제일고등학교,경기도 여주시 가남읍 여주남로 1155-15,12661,37.2062792890,127.5554532403
여주시,초등학교,공립,가남초등학교,031-883-5455,경기도 여주시 가남읍 태평리 74-1번지 가남초교,경기도 여주시 가남읍 태평4길 2,12662,37.2051970142,127.5478981176
여주시,초등학교,공립,금당초등학교,031-884-7687,경기도 여주시 가남읍 금당리 708-4번지 금당초교,경기도 여주시 가남읍 가남로 649,12660,37.1971219762,127.6059249710
여주시,초등학교,공립,능서초등학교,031-884-5876,경기도 여주시 능서면 신지리 786-1번지 능서초등학교,경기도 여주시 능서면 마장로 64,12641,37.2980778650,127.5720039475
여주시,초등학교,공립,문장초등학교,031-883-0404,경기도 여주시 흥천면 문장리 373-1번지 문장초등학교,경기도 여주시 흥천면 문바실길 20,12605,37.3608714770,127.5121785642
여주시,초등학교,공립,북내초등학교도전분교장,031-886-6212,경기도 여주시 강천면 도전리 776-1번지,경기도 여주시 강천면 원양1로 716,12617,37.3368253950,127.7509346130
여주시,초등학교,공립,세종초등학교,031-880-2600,경기도 여주시 교동 121-7번지 세종초등학교 (교동),경기도 여주시 세종로 204-19,12650,37.2795009210,127.6338345495
여주시,초등학교,공립,북내초등학교운암분교장,031-882-0174,경기도 여주시 북내면 중암리 634-1번지 북내초등학교 운암분교,경기도 여주시 북내면 당전로 284,12614,37.3338253793,127.7098551251
여주시,고등학교,사립,대신고등학교,031-882-8736,경기도 여주시 대신면 후포리 258-1번지 대신고등학교,경기도 여주시 대신면 여양로 1196,12611,37.3639347586,127.6078555408
여주시,초등학교,공립,강천초등학교,031-882-5915,경기도 여주시 강천면 간매리 443번지 강천초등학교,경기도 여주시 강천면 간매3길 31,12616,37.2688031006,127.7197991416
여주시,초등학교,공립,능북초등학교,031-884-6237,경기도 여주시 능서면 백석리 442-4번지 능북초등학교,경기도 여주시 능서면 백석1길 8-16,12642,37.3332392316,127.5914512066
여주시,초등학교,공립,대신초등학교,031-882-7619,경기도 여주시 대신면 율촌리 285번지,경기도 여주시 대신면 여양로 1440,12610,37.3752380578,127.5871955027
여주시,초등학교,공립,매류초등학교,031-884-8729,경기도 여주시 능서면 마래리 143번지 매류초등학교,경기도 여주시 능서면 양화로 592,12647,37.2737201996,127.5575016520
여주시,초등학교,공립,북내초등학교,031-882-0106,경기도 여주시 북내면 당우리 175번지 북내초등학교,경기도 여주시 북내면 여양2로 304,12613,37.3298543107,127.6801886789
여주시,초등학교,공립,상품초등학교,031-883-0077,경기도 여주시 산북면 상품리 12-1번지 상품초등학교,경기도 여주시 산북면 금품1로 15,12603,37.4045877863,127.4450696532
여주시,초등학교,공립,송삼초등학교,031-882-5463,경기도 여주시 가남읍 송림리 209-1번지 송삼초등학교,경기도 여주시 가남읍 송삼로 165,12660,37.1766519935,127.6333611113
여주시,초등학교,공립,여주초등학교,031-880-2908,경기도 여주시 창동 5-1번지 여주초등학교,경기도 여주시 청심로 139,12619,37.2985827961,127.6358097208
여주시,초등학교,공립,여흥초등학교,031-880-8405,경기도 여주시 상동 110번지 여흥초등학교,경기도 여주시 여양로 91,12629,37.2940276884,127.6434404015
여주시,초등학교,공립,연라초등학교,031-884-3066,경기도 여주시 월송동 313-42번지 연라초등학교,경기도 여주시 여주남로 116,12645,37.2776084512,127.6115275454
여주시,초등학교,공립,오산초등학교,031-882-8703,경기도 여주시 가남읍 오산리 236번지 오산초교,경기도 여주시 가남읍 양화로 168,12656,37.2385284698,127.5589792291
여주시,초등학교,공립,오학초등학교,031-880-2595,경기도 여주시 오학동 105-1번지 오학초등학교,경기도 여주시 도예로 117,12636,37.3123518393,127.6471942944
여주시,초등학교,공립,점동초등학교,031-882-2384,경기도 여주시 점동면 청안리 117번지 점동초교,경기도 여주시 점동면 청안로 106,12667,37.2044792120,127.6624968648
여주시,초등학교,공립,점봉초등학교,031-881-6604,경기도 여주시 점봉동 336번지 점봉초등학교,경기도 여주시 세종로 488-4,12653,37.2567524693,127.6451649153
여주시,초등학교,공립,흥천초등학교,031-884-3370,경기도 여주시 흥천면 효지리 377-3번지 흥천초등학교,경기도 여주시 흥천면 효자로 155,12607,37.3323260096,127.5410295218
여주시,중학교,공립,상품중학교,031-883-0003,경기도 여주시 산북면 상품리 70-1번지 상품중학교,경기도 여주시 산북면 상품1길 28,12603,37.4026152629,127.4400434993
여주시,중학교,공립,여주여자중학교,031-880-8305,경기도 여주시 상동 144-5번지 여주여자중학교/세종고등학교,경기도 여주시 청심로 221,12620,37.2956340072,127.6446382057
여주시,중학교,공립,이포중학교,031-882-9526,경기도 여주시 흥천면 계신리 468번지 이포중고등학교,경기도 여주시 흥천면 이여로 1075,12604,37.3763492641,127.5187524148
여주시,중학교,공립,점동중학교,031-882-6706,경기도 여주시 점동면 청안리 122번지 점동중학교,경기도 여주시 점동면 청안로 152,12667,37.2066991681,127.6634962125
여주시,중학교,사립,대신중학교,031-883-3881,경기도 여주시 대신면 후포리 258-1번지 대신중학교,경기도 여주시 대신면 여양로 1196,12611,37.3639347586,127.6078555408
여주시,중학교,사립,여강중학교,031-884-1470,경기도 여주시 북내면 신접리 200번지 여강중고등학교,경기도 여주시 북내면 여강로 337-8,12614,37.3301574787,127.6838809686
여주시,중학교,사립,창명여자중학교,070-406-6070,경기도 여주시 대신면 율촌리 271번지 경기관광고등학교,경기도 여주시 대신면 여양로 1416,12610,37.3759887799,127.5902496259
여주시,고등학교,공립,여주자영농업고등학교,031-883-2843,경기도 여주시 능서면 왕대리 973-1번지,경기도 여주시 능서면 농도원1길 78-1,12643,37.2958831745,127.6215317185
여주시,고등학교,공립,이포고등학교,031-882-9527,경기도 여주시 흥천면 계신리 468번지 이포고등학교,경기도 여주시 흥천면 이여로 1075,12604,37.3763492641,127.5187524148
여주시,고등학교,사립,경기관광고등학교,031-882-9196,경기도 여주시 대신면 율촌리 271번지 경기관광고등학교,경기도 여주시 대신면 여양로 1416,12610,37.3759887799,127.5902496259
여주시,초등학교,공립,송촌초등학교,031-882-7803,경기도 여주시 대신면 송촌리 504번지 송촌초등학교,경기도 여주시 대신면 여양1로 237,12608,37.4109803640,127.5687228705
연천군,중학교,공립,대광중학교,031-834-8437,경기도 연천군 신서면 도신리 228번지 대광중학교,경기도 연천군 신서면 구시울길 23,11000,38.1791012290,127.1086685464
연천군,중학교,공립,연천중학교,031-834-1428,경기도 연천군 연천읍 현가리 51-1번지 연천중고등학교,경기도 연천군 연천읍 연천로336번길 13,11013,38.1087474989,127.0772571326
연천군,중학교,공립,청산중학교,031-835-3485,경기도 연천군 청산면 궁평리 550-1번지,경기도 연천군 청산면 아우라지길 13-32,11020,38.0342287278,127.1074119498
연천군,고등학교,공립,연천고등학교,031-834-1427,경기도 연천군 연천읍 현가리 51-1번지 연천중고등학교,경기도 연천군 연천읍 연천로336번길 13,11013,38.1087474989,127.0772571326
연천군,고등학교,공립,전곡고등학교,031-832-2089,경기도 연천군 전곡읍 은대리 506-1번지 전곡고등학교,경기도 연천군 전곡읍 전은길 9-89,11025,38.0345089930,127.0687530551
연천군,초등학교,공립,궁평초등학교,031-835-1117,경기도 연천군 청산면 궁평리 496-1번지 궁평초등학교,경기도 연천군 청산면 궁평로45번길 52,11020,38.0280060057,127.1044760143
연천군,초등학교,공립,백의초등학교,031-835-6105,경기도 연천군 청산면 백의리 824-24번지 백의초등학교,경기도 연천군 청산면 청창로726번길 38,11021,38.0224811052,127.1341129553
연천군,초등학교,공립,연천노곡초등학교,031-835-5067,경기도 연천군 백학면 노곡리 714-2번지 연천노곡초등학교,경기도 연천군 백학면 진목로 26,11049,37.9985044076,126.9167664132
연천군,초등학교,공립,연천초등학교,031-834-1430,경기도 연천군 연천읍 차탄리 72번지,경기도 연천군 연천읍 연천로 228,11017,38.0972803284,127.0751934719
연천군,초등학교,공립,전곡초등학교,031-832-2081,경기도 연천군 전곡읍 전곡리 331-1번지 전곡초등학교,경기도 연천군 전곡읍 선사로 433,11032,38.0273449828,127.0718331616
연천군,초등학교,공립,화진초등학교,031-832-5366,경기도 연천군 군남면 황지리 345-2번지 화진초등학교,경기도 연천군 군남면 청정로 2289,11008,38.0301972167,127.0399785208
연천군,중학교,공립,백학중학교,031-835-5009,경기도 연천군 백학면 두일리 568-2번지 백학중학교,경기도 연천군 백학면 두일로 79,11048,38.0259488589,126.9084316045
연천군,중학교,공립,전곡중학교,031-832-2224,경기도 연천군 전곡읍 전곡리 396-1번지 전곡중학교,경기도 연천군 전곡읍 전은길 21,11025,38.0333998121,127.0706200729
연천군,초등학교,공립,군남초등학교,031-833-2365,경기도 연천군 군남면 진상리 704-1번지 군남초등학교,경기도 연천군 군남면 진상17길 46,11007,38.0672477072,127.0159297986
연천군,초등학교,공립,대광초등학교,031-834-8915,경기도 연천군 신서면 도신리 245-1번지 대광초등학교,경기도 연천군 신서면 연신로 1127-1,11000,38.1826267604,127.1052153524
연천군,초등학교,공립,백학초등학교,031-835-5011,경기도 연천군 백학면 두일리 15번지,경기도 연천군 백학면 백학로40번길 23,11048,38.0316700934,126.9210444244
연천군,초등학교,공립,상리초등학교,031-834-7618,경기도 연천군 연천읍 상리 161-2번지 상리초등학교,경기도 연천군 연천읍 상리로 70,11009,38.1353252164,127.0752538019
연천군,초등학교,공립,연천왕산초등학교,031-833-7807,경기도 연천군 미산면 우정리 397번지 연천왕산초등학교,경기도 연천군 미산면 왕산로 15,11044,38.0560588653,127.0113474964
연천군,초등학교,공립,은대초등학교,031-835-7616,경기도 연천군 전곡읍 은대리 710-19번지 은대초등학교,경기도 연천군 전곡읍 은대로 210,11024,38.0523964956,127.0602583185
연천군,초등학교,공립,초성초등학교,031-832-4007,경기도 연천군 청산면 초성리 223-1번지 초성초등학교,경기도 연천군 청산면 학담로 104,11023,37.9978481270,127.0733994150
연천군,중학교,공립,군남중학교,031-833-8260,경기도 연천군 군남면 진상리 704-1번지 군남중학교,경기도 연천군 군남면 진상17길 46,11007,38.0672477072,127.0159297986
오산시,초등학교,공립,금암초등학교,031-378-9414,경기도 오산시 금암동 510번지,경기도 오산시 수청로 204-20,18109,37.1783851401,127.0440060034
오산시,고등학교,공립,운천고등학교,031-371-9900,경기도 오산시 부산동 778-5번지 운천고등학교,경기도 오산시 운천로 193,18132,37.1557236576,127.0804449369
오산시,초등학교,공립,매홀초등학교삼미분교장,031-372-3296,"경기도 오산시 외삼미로 60-11, 매홀초등학교 삼미분교 (외삼미동, 매홀초등학교삼미분교) ",,18111,,
오산시,초등학교,공립,성호초등학교,031-374-2046,경기도 오산시 오산동 862-1번지 성호초등학교,경기도 오산시 성호새싹길 8,18135,37.1500348648,127.0709724299
오산시,초등학교,공립,수청초등학교,031-372-5493,경기도 오산시 수청동 584번지,경기도 오산시 오산대역로 123,18110,37.1706675923,127.0556667038
오산시,초등학교,공립,오산대원초등학교,031-378-8092,경기도 오산시 갈곶동 258번지,경기도 오산시 경기대로25번길 45,18146,37.1304460287,127.0710561610
오산시,초등학교,공립,오산원일초등학교,031-378-6281,경기도 오산시 원동 360-19번지,경기도 오산시 오산로132번길 27,18143,37.1393663317,127.0711992219
오산시,초등학교,공립,운산초등학교,031-377-6547,경기도 오산시 오산동 923-1번지,경기도 오산시 운암로 72,18132,37.1524998575,127.0774135539
오산시,중학교,공립,문시중학교,031-378-6453,경기도 오산시 금암동 519번지,경기도 오산시 여계산로 52-24,18109,37.1744463300,127.0474719797
오산시,중학교,공립,운암중학교,031-376-2691,경기도 오산시 원동 815-2번지 운암중학교,경기도 오산시 대원로 76,18140,37.1455619496,127.0771703747
오산시,중학교,사립,오산중학교,031-371-9000,경기도 오산시 청학동 26번지 오산중학교,경기도 오산시 청학로 43,18119,37.1530044661,127.0613053993
오산시,고등학교,공립,성호고등학교,031-371-7114,경기도 오산시 원동 605번지 성호고등학교,경기도 오산시 동부대로436번길 46,18150,37.1390079638,127.0823637046
오산시,고등학교,공립,운암고등학교,031-370-5304,경기도 오산시 원동 815-6번지 운암고등학교,경기도 오산시 운천로 12,18140,37.1435900117,127.0749736197
오산시,고등학교,사립,오산고등학교,031-375-2134,경기도 오산시 청학동 26번지 오산고등학교,경기도 오산시 청학로 43,18119,37.1530044661,127.0613053993
오산시,초등학교,공립,광성초등학교,031-372-4777,경기도 오산시 세교동 623번지 광성초등학교,경기도 오산시 수목원로 577-18,18107,37.1838017147,127.0400336338
오산시,중학교,공립,세마중학교,031-378-5007,경기도 오산시 세교동 625번지 세마중학교,경기도 오산시 수목원로 559-9,18107,37.1806924232,127.0421942286
오산시,고등학교,공립,세마고등학교,031-370-5006,경기도 오산시 세교동 626번지 세마고등학교,경기도 오산시 수목원로 559-17,18107,37.1802513206,127.0409440334
오산시,초등학교,공립,가수초등학교,031-377-5193,경기도 오산시 가수동 25번지 가수초등학교,경기도 오산시 가수로 50,18125,37.1479194578,127.0477490655
오산시,초등학교,공립,다온초등학교,031-378-8308,경기도 오산시 부산동 794번지,경기도 오산시 부산중앙로 37,18148,37.1516978000,127.0907519840
오산시,초등학교,공립,매홀초등학교,031-374-0251,경기도 오산시 수청동 534-1번지,경기도 오산시 청학로147번길 10,18118,37.1623651833,127.0635867792
오산시,초등학교,공립,문시초등학교,031-378-2852,경기도 오산시 금암동 518번지 문시초등학교,경기도 오산시 여계산로 52-6,18109,37.1741405702,127.0458616124
오산시,초등학교,공립,성산초등학교,031-377-4325,경기도 오산시 오산동 524-1번지 성산초등학교,경기도 오산시 성호대로 43,18129,37.1496949920,127.0664245285
오산시,초등학교,공립,세미초등학교,031-378-5802,경기도 오산시 내삼미동 896번지 세미초등학교,경기도 오산시 내삼미로 127,18113,37.1739971032,127.0646657849
오산시,초등학교,공립,양산초등학교,031-378-5861,경기도 오산시 양산동 667-3번지 양산초등학교,경기도 오산시 양산로 448,18105,37.1968870439,127.0321105874
오산시,초등학교,공립,오산고현초등학교,031-668-9362,경기도 오산시 고현동 92번지 고현초등학교,경기도 오산시 남부대로 459,18150,37.1333652327,127.0855314333
오산시,초등학교,공립,오산원당초등학교,031-378-4915,경기도 오산시 원동 30-22번지 오산원당초등학교,경기도 오산시 부원로87번길 37-7,18149,37.1419483871,127.0908645156
오산시,초등학교,공립,오산초등학교,031-373-7853,경기도 오산시 가수동 76번지 오산초등학교,경기도 오산시 가수로 16,18125,37.1447559269,127.0499533138
오산시,초등학교,공립,운암초등학교,031-376-1598,경기도 오산시 원동 815-5번지 운암초등학교,경기도 오산시 원동로 63,18140,37.1436433570,127.0761442455
오산시,초등학교,공립,운천초등학교,031-376-8692,경기도 오산시 부산동 778-4번지,경기도 오산시 운암로 116,18132,37.1561119325,127.0791732497
