시군명,시설구분명,공사립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
안양시,어린이집,가정,해피키즈어린이집,031-341-2772,경기도 안양시 만안구 박달동 114-9번지 한라비발디 111동 101호,"경기도 안양시 만안구 박달로 451 111동 101호(박달동, 한라비발디)",13979,37.4026960616,126.9026236955
안양시,어린이집,가정,리틀홍익어린이집,031-347-4166,경기도 안양시 만안구 석수동 182-2번지 석수대림 116동 102호,"경기도 안양시 만안구 경수대로 1193 116동102호(석수동,석수대림)",13961,37.4141027505,126.9138027012
안양시,어린이집,가정,산들애어린이집,031-471-9993,경기도 안양시 만안구 석수동 221-3번지 산들에빌 101호,"경기도 안양시 만안구 예술공원로103번길 68 101호(석수1동, 산들에빌)",13912,37.4200520595,126.9174219159
안양시,어린이집,가정,온새미로어린이집,031-471-1807,경기도 안양시 만안구 석수동 382번지 석수2차E편한세상 102동 103호,"경기도 안양시 만안구 경수대로1394번길 11 102동 103호(석수동, 석수2차E편한세상)",13907,37.4312055164,126.9045742096
안양시,어린이집,가정,파란꿈나무어린이집,031-468-1225,경기도 안양시 만안구 석수동 296번지 럭키 7동 103호,"경기도 안양시 만안구 석수로 40 7동 103호(석수동, 럭키)",13970,37.4101157981,126.9080129479
안양시,어린이집,가정,핌 아이 어린이집,031-471-1290,경기도 안양시 만안구 석수동 291-4번지 황산빌라 1층,"경기도 안양시 만안구 양화로222번길 15 1층(석수동, 황산빌라)",13968,37.4121601598,126.9068695162
안양시,어린이집,민간,동편하은별어린이집,031-341-1199,경기도 안양시 동안구 관양동 1669번지 휴먼시아아파트 관리동,"경기도 안양시 동안구 동편로 135 (관양동, 휴먼시아아파트관리동)",13930,37.4089957429,126.9690869967
안양시,어린이집,민간,별나라어린이집,031-382-2763,경기도 안양시 동안구 관양동 1407-9번지,경기도 안양시 동안구 관평로336번길 35 (관양동),13931,37.4050280518,126.9591496091
안양시,어린이집,민간,좋은이웃어린이집,031-381-4167,경기도 안양시 동안구 관양동 1388-1번지,경기도 안양시 동안구 관평로319번길 52 (관양동),13936,37.4049182928,126.9549255319
안양시,어린이집,가정,동편아이샘어린이집,031-421-2728,경기도 안양시 동안구 관양동 1669번지 동편마을 402동 102호,"경기도 안양시 동안구 동편로 135 402동102호(관양동, 동편마을)",13930,37.4094278175,126.9676862013
안양시,어린이집,민간,노총샛별어린이집,031-441-8700,경기도 안양시 만안구 안양동 377번지 한국노총,경기도 안양시 만안구 안양로 3 한국노총 (안양동),14096,37.3771691364,126.9398706138
안양시,어린이집,민간,즐거운어린이집,031-443-4492,경기도 안양시 만안구 안양동 398-17번지 수진빌딩,경기도 안양시 만안구 성결대학로23번길 59 (안양동),14097,37.3808307071,126.9302025566
안양시,어린이집,가정,수정어린이집,031-464-2229,경기도 안양시 만안구 안양동 377-1번지 삼호수정아파트 103동 103호,"경기도 안양시 만안구 안양로13번길 11 103동 103호(안양동, 삼호수정아파트)",14096,37.3770068821,126.9397352659
안양시,어린이집,민간,숲속나라어린이집,031-442-7111,경기도 안양시 만안구 안양동 1094-2번지,경기도 안양시 만안구 창박로 15-19,14025,37.3844434821,126.9048498301
안양시,어린이집,가정,갈대상자어린이집,031-447-3366,경기도 안양시 만안구 안양동 1094-1번지 흥화브라운빌아파트 103동 103호,"경기도 안양시 만안구 병목안로 220 103동 103호(안양동, 흥화브라운빌아파트)",14025,37.3850571733,126.9060685144
안양시,어린이집,가정,빛나라어린이집,031-442-0060,경기도 안양시 만안구 안양동 762-2번지 프라자아파트 206동 109호,경기도 안양시 만안구 병목안로 103 206동 109호,14020,37.3930534455,126.9114900253
안양시,어린이집,가정,좋은친구어린이집,031-473-3100,경기도 안양시 만안구 석수동 182-2번지 석수대림 108동 104호,"경기도 안양시 만안구 경수대로 1193 108동 104호(석수동, 석수대림)",13961,37.4155626422,126.9141511510
안양시,어린이집,가정,초록나라어린이집,031-344-3030,경기도 안양시 만안구 석수동 805번지 주공그린빌아파트 104동 105호,"경기도 안양시 만안구 삼막로 12 104동 105호(석수동, 주공그린빌아파트)",13909,37.4206056936,126.9107787403
안양시,어린이집,민간,늘사랑어린이집,031-471-2939,경기도 안양시 만안구 석수동 374-5번지 석수역푸르지오아파트 관리동 1층,경기도 안양시 만안구 삼성산길 10 석수역푸르지오아파트 관리동 1층,13907,37.4330525429,126.9045378978
안양시,어린이집,가정,홈타운어린이집,031-472-9618,경기도 안양시 만안구 석수동 166번지 관악산현대홈타운 101동 101호,"경기도 안양시 만안구 경수대로1244번길 48 101동 101호(석수동, 관악산현대홈타운)",13913,37.4213906503,126.9121786026
안양시,어린이집,가정,행복한 가정 어린이집,031-472-0407,경기도 안양시 만안구 석수동 275-1번지 현대 103동 104호,"경기도 안양시 만안구 안양로532번길 12 103동 104호(석수동, 현대)",13963,37.4155849005,126.9080060500
안양시,어린이집,가정,현대사랑샘어린이집,031-342-1099,경기도 안양시 만안구 석수동 275-1번지 현대아파트 106동 102호,경기도 안양시 만안구 안양로532번길 16 106동 102호,13963,37.4165221718,126.9082872735
안양시,어린이집,가정,현진어린이집,031-472-3243,경기도 안양시 만안구 석수동 413-2번지 현진에버빌 101동 101호,"경기도 안양시 만안구 연현로 75 101동 101호(석수동, 현진에버빌)",13903,37.4307081603,126.9024281708
안양시,어린이집,민간,세모네모어린이집,031-472-3558,경기도 안양시 만안구 석수동 763-10번지,경기도 안양시 만안구 석수로178번길 25 (석수동),13975,37.4066105562,126.8970162862
안양시,어린이집,민간,예지어린이집,031-474-2218,경기도 안양시 만안구 석수동 781-3번지,경기도 안양시 만안구 충훈로83번길 24 (석수동),13974,37.4064408201,126.8986542593
안양시,어린이집,민간,옥스포드숲어린이집,031-472-3087,경기도 안양시 만안구 석수동 771-4번지 옥스포드숲어린이집,경기도 안양시 만안구 와룡로3번길 35 옥스포드숲어린이집 (석수동),13975,37.4047179363,126.8964542260
안양시,어린이집,가정,아이파크영재어린이집,031-474-7198,경기도 안양시 만안구 석수동 784번지 석수아이파크 111동 104호,경기도 안양시 만안구 충훈로71번길 6 석수아이파크 111동 104호(석수동),13973,37.4069464033,126.8998169228
안양시,어린이집,가정,예쁜햇살어린이집,031-474-9828,경기도 안양시 만안구 석수동 786번지 코오롱하늘채 104동 102호,"경기도 안양시 만안구 충훈로 92 104동 102호(석수동, 코오롱하늘채)",13972,37.4083055732,126.8982789410
안양시,어린이집,가정,아이린 어린이집,031-468-7959,경기도 안양시 만안구 안양동 969-1번지 율목주공아파트 101동 103호,"경기도 안양시 만안구 병목안로110번길 12 101동 103호(안양동, 율목주공아파트)",14012,37.3933307939,126.9089826974
안양시,어린이집,가정,재롱 어린이집,031-448-8535,경기도 안양시 만안구 안양동 735번지 우성1차아파트 2동 112호,"경기도 안양시 만안구 능곡로 36 2동 112호(안양동, 우성1차아파트)",14022,37.3914151719,126.9135359506
안양시,어린이집,가정,예향키즈피아어린이집,031-429-3030,"경기도 안양시 동안구 호계동 1121번지 샘마을대우,한양아파트 119동 105호",경기도 안양시 동안구 흥안대로223번길 47 119동 105호,14106,37.3742334206,126.9646092239
안양시,어린이집,민간,꼬망세하바어린이집,031-424-3556,경기도 안양시 동안구 관양동 1651번지 휴먼시아3단지아파트 관리동,"경기도 안양시 동안구 동편로 110 (관양동, 휴먼시아3단지아파트관리동)",13928,37.4129965552,126.9703051355
안양시,어린이집,민간,동아어린이집,031-423-1383,경기도 안양시 동안구 관양동 1427번지,경기도 안양시 동안구 일동로 152 (관양동),13938,37.4064171243,126.9634746793
안양시,어린이집,민간,리더스천재어린이집,031-471-7292,경기도 안양시 만안구 석수동 296번지 럭키교육빌딩 1층 리더스천재어린이집,경기도 안양시 만안구 석수로26번길 11 럭키교육빌딩 1층 리더스천재어린이집,13970,37.4092506692,126.9078107263
안양시,어린이집,민간,예쁜동화나라어린이집,031-471-5001,경기도 안양시 만안구 석수동 321-40번지,경기도 안양시 만안구 석천로 200-1,13965,37.4132715762,126.9108667916
안양시,어린이집,민간,토브키즈어린이집,031-474-3004,경기도 안양시 만안구 석수동 348-5번지,경기도 안양시 만안구 화창로92번길 25 (석수동),13905,37.4123833763,126.9043954923
안양시,어린이집,민간,하늘어린이집,031-472-0011,경기도 안양시 만안구 석수동 294-25번지,경기도 안양시 만안구 안양로475번길 64 (석수동),13969,37.4105835376,126.9070409586
안양시,어린이집,가정,꼬마사랑어린이집,031-471-7202,경기도 안양시 만안구 석수동 415-1번지 석수LG빌리지아파트 407동 102호,"경기도 안양시 만안구 연현로79번길 56 407동 102호(석수동, 석수LG빌리지아파트)",13903,37.4298419990,126.9010283472
안양시,어린이집,가정,미소뜰어린이집,031-472-6791,경기도 안양시 만안구 석수동 485-8번지 안양석수하우스토리아파트 106동 102호,"경기도 안양시 만안구 연현로 29 106동102호(석수동,안양석수하우스토리아파트)",13903,37.4265367476,126.9027048901
안양시,어린이집,가정,시온어린이집,031-472-5914,경기도 안양시 만안구 석수동 417-3번지 두산위브 102동 103호,경기도 안양시 만안구 연현로 109 두산위브 102 동 103호,13902,37.4315276393,126.9019186437
안양시,어린이집,가정,엄마더하기어린이집,031-472-8883,경기도 안양시 만안구 석수동 296번지 럭키아파트 3동 105호,"경기도 안양시 만안구 석수로 40 3동 105호(석수2동, 럭키아파트)",13970,37.4092241008,126.9083868119
안양시,어린이집,가정,키즈하늘수레어린이집,031-349-7114,경기도 안양시 만안구 석수동 484번지 석수엘지빌리지 409동 108호,"경기도 안양시 만안구 연현로1번길 76 409동 108호(석수동, 석수엘지빌리지)",13903,37.4302743926,126.9009260766
안양시,어린이집,민간,꿈의어린이집,031-466-1400,경기도 안양시 만안구 안양동 821-52번지,경기도 안양시 만안구 박달우회로 158 (안양동),13985,37.4078844180,126.9119802845
안양시,어린이집,민간,자람몬테소리어린이집,031-472-4342,경기도 안양시 만안구 안양동 32-33번지 1층,경기도 안양시 만안구 예술공원로63번길 13-1 1층,13957,37.4137169822,126.9160397290
안양시,어린이집,가정,동화속어린이집,031-447-9363,경기도 안양시 만안구 안양동 823-10번지 공원아파트 102호,"경기도 안양시 만안구 박달로545번길 66-10 102호(안양동, 공원아파트)",13988,37.4055518115,126.9132932748
안양시,어린이집,가정,평촌도만어린이집,031-461-8092,경기도 안양시 동안구 평촌동 75-2번지 인덕원푸른마을대우아파트 115동 104호,"경기도 안양시 동안구 학의로 390 115동 104호(평촌동, 인덕원푸른마을대우아파트)",14061,37.3940774338,126.9788507352
안양시,어린이집,민간,평촌서머힐어린이집,031-452-0411,경기도 안양시 동안구 호계동 990-27번지 평촌서머힐,경기도 안양시 동안구 경수대로570번길 61-17,14109,37.3751420252,126.9604540315
안양시,어린이집,민간,디딤어린이집,031-454-4324,경기도 안양시 동안구 호계동 918-22번지 디딤빌딩,경기도 안양시 동안구 경수대로 713 디딤빌딩 (호계동),14077,37.3852204785,126.9507827948
안양시,어린이집,민간,숲속이삭어린이집,031-458-5552,경기도 안양시 동안구 호계동 312번지,경기도 안양시 동안구 경수대로665번길 66,14081,37.3792472585,126.9518934105
안양시,어린이집,가정,초록마을어린이집,031-465-4600,경기도 안양시 동안구 비산동 1155번지 그린빌주공아파트 112동 101호,"경기도 안양시 동안구 임곡로 43 112동 101호(비산동, 그린빌주공아파트)",13916,37.4077540865,126.9322209356
안양시,어린이집,가정,통통이 어린이집,031-385-7063,경기도 안양시 동안구 비산동 1155번지 그린빌주공아파트 105동 101호,"경기도 안양시 동안구 임곡로 43 105동 101호(비산동, 그린빌주공아파트)",13916,37.4059978327,126.9334198185
안양시,어린이집,민간,임곡그린빌어린이집,031-444-2299,경기도 안양시 동안구 비산동 1155번지 그린빌 주공아파트 관리동 1층,경기도 안양시 동안구 임곡로 43 그린빌 주공아파트 관리동 1층,13916,37.4058261205,126.9325389960
안양시,어린이집,민간,한우리 어린이집,031-444-2621,경기도 안양시 동안구 비산동 547-8번지,경기도 안양시 동안구 비산로 27 (비산동),13925,37.4000232277,126.9318667950
안양시,어린이집,가정,고운별어린이집,031-466-1866,경기도 안양시 동안구 비산동 1155번지 그린빌주공아파트 104동 103호,"경기도 안양시 동안구 임곡로 43 104동103호(비산동, 그린빌주공아파트)",13916,37.4050246255,126.9332174159
안양시,어린이집,민간,꿈에그린어린이집,031-446-4300,경기도 안양시 동안구 비산동 572번지 꿈에그린아파트 관리동,경기도 안양시 동안구 경수대로883번길 33 꿈에그린아파트관리동,13955,37.3966642788,126.9349530230
안양시,어린이집,가정,꼬마별어린이집,031-387-2121,경기도 안양시 동안구 비산동 410번지 롯데낙천대아파트 104동 102호 시설전용,경기도 안양시 동안구 관악대로106번길 29 롯데낙천대아파트 104동102호 시설전용 (비산동),13954,37.3983773324,126.9369617220
안양시,어린이집,가정,사과나무 어린이집,031-386-0908,경기도 안양시 동안구 비산동 410번지 롯데낙천대아파트 102호 살림겸용,경기도 안양시 동안구 관악대로106번길 29 롯데낙천대아파트 110동102호(살림겸용) (비산동),13954,37.3983320420,126.9365326084
안양시,어린이집,민간,중앙어린이집,031-385-3000,경기도 안양시 동안구 평촌동 896-2번지 평촌중앙교회 내 중앙어린이집,경기도 안양시 동안구 관평로138번길 13 평촌중앙교회 내 중앙어린이집,14068,37.3903068937,126.9628959152
안양시,어린이집,민간,초원의꿈어린이집,031-387-8888,경기도 안양시 동안구 평촌동 898-6번지 초원마을대원3단지아파트 898동 6호,"경기도 안양시 동안구 부림로 55 898동 6호(평촌동, 초원마을대원3단지아파트)",14070,37.3884971066,126.9667587512
안양시,어린이집,가정,꿈나무어린이집,070-4177-3003,경기도 안양시 동안구 평촌동 897-5번지 초원마을한양6단지아파트 611동 103호,"경기도 안양시 동안구 부림로 80 611동 103호(평촌동, 초원마을한양6단지아파트)",14069,37.3907861773,126.9684515089
안양시,어린이집,가정,꿈초롱어린이집,031-346-2355,경기도 안양시 동안구 평촌동 898-6번지 초원마을대원3단지아파트 304동 101호,"경기도 안양시 동안구 부림로 55 304동 101호(평촌동, 초원마을대원3단지아파트)",14070,37.3888665483,126.9668489106
안양시,어린이집,가정,우리어린이집,031-386-1884,경기도 안양시 동안구 비산동 410번지 롯데낙천대아파트 108동 101호 전용,경기도 안양시 동안구 관악대로106번길 29 롯데낙천대아파트 108-101 (전용) (비산동),13954,37.3985222477,126.9383281126
안양시,어린이집,가정,파란별어린이집,031-425-7654,경기도 안양시 동안구 비산동 572번지 비산한화꿈에그린아파트 104동 102호,"경기도 안양시 동안구 경수대로883번길 33 104동 102호(비산동, 비산한화꿈에그린아파트)",13955,37.3967544704,126.9351110474
안양시,어린이집,민간,무지개어린이집,031-382-3004,경기도 안양시 동안구 비산동 1047-7번지,경기도 안양시 동안구 관악대로263번길 60-20,13935,37.4047461203,126.9525650977
안양시,어린이집,민간,새봄숲키즈어린이집,031-476-0008,경기도 안양시 동안구 비산동 145-3번지,경기도 안양시 동안구 평촌대로427번길 60-9 (비산동),13915,37.4091404107,126.9467338725
안양시,어린이집,민간,죠이어린이집,031-386-0077,경기도 안양시 동안구 비산동 363-10번지 동아상가 C동 201호,경기도 안양시 동안구 관악대로213번길 10-4 동아상가 C동 201호,13919,37.4008963379,126.9470449595
안양시,어린이집,민간,파란꿈어린이집,031-384-1887,경기도 안양시 동안구 비산동 1028-20번지 성원 상가 202호,경기도 안양시 동안구 일동로 17 성원상가 202호,13934,37.4069174757,126.9523942235
안양시,어린이집,가정,꼬마동그라미어린이집,031-386-5085,경기도 안양시 동안구 비산동 1046-9번지 동문빌라 다동 101호 시설전용,경기도 안양시 동안구 관악대로275번길 53 동문빌라다동101호 시설전용 (비산동),13935,37.4051157010,126.9529601588
안양시,어린이집,가정,비산본어린이집,031-383-2568,경기도 안양시 동안구 비산동 308-9번지 효성상아빌라 1동 102호,경기도 안양시 동안구 매곡로 25 효성상아빌라1동102호,13917,37.4061204082,126.9434041974
안양시,어린이집,가정,여디디아어린이집,031-384-5859,경기도 안양시 동안구 비산동 278-1번지 1층,경기도 안양시 동안구 매곡로28번길 16 1층,13917,37.4065532923,126.9442057816
안양시,어린이집,가정,조은어린이집,031-381-5805,경기도 안양시 동안구 비산동 354-10번지 뉴타운아파트 5동 103호,"경기도 안양시 동안구 동안로 283 5동 103호(비산동, 뉴타운아파트)",13920,37.4028148477,126.9457108228
안양시,어린이집,국공립,호계꿈어린이집,031-427-3171,경기도 안양시 동안구 호계동 764-5번지,경기도 안양시 동안구 경수대로 504,14123,37.3675548872,126.9587875488
안양시,어린이집,민간,꿈사랑어린이집,031-349-8688,경기도 안양시 만안구 박달동 58-20번지,경기도 안양시 만안구 박달로539번길 58-3,13987,37.4051629955,126.9114866132
안양시,어린이집,민간,숙명어린이집,031-448-8330,경기도 안양시 만안구 박달동 838-29번지,경기도 안양시 만안구 양화로135번길 96 (박달동),13981,37.4043821610,126.9040671335
안양시,어린이집,민간,장미어린이집,031-446-5582,경기도 안양시 만안구 박달동 61-16번지,경기도 안양시 만안구 박달로539번길 45 (박달동),13987,37.4044151949,126.9115326992
안양시,어린이집,민간,천재어린이집,031-466-5673,경기도 안양시 만안구 박달동 20-26번지,경기도 안양시 만안구 양화로 120-1 (),13987,37.4033869480,126.9101221647
안양시,어린이집,가정,한사랑어린이집,031-443-5003,경기도 안양시 만안구 박달동 34번지 한신휴플러스타운3차아파트 301동 102호,"경기도 안양시 만안구 박달로507번길 57 301동 102호(박달동, 한신휴플러스타운3차아파트)",13980,37.4047723315,126.9073984896
안양시,어린이집,민간,다솜어린이집,031-464-2240,경기도 안양시 만안구 박달동 616-9번지 대림한숲타운내 관리동 1층,경기도 안양시 만안구 박달로 344 대림한숲타운내 관리동 1층,14014,37.4038854705,126.8925927408
안양시,어린이집,민간,송원아이어린이집,031-444-6016,경기도 안양시 만안구 박달동 144-5번지,경기도 안양시 만안구 박달로472번길 57 (박달동),14016,37.4011918671,126.9032016901
안양시,어린이집,민간,하늘 숲 어린이집,031-441-5700,경기도 안양시 만안구 박달동 85번지,경기도 안양시 만안구 박달로498번길 18 (박달동),14008,37.4003848281,126.9079009844
안양시,어린이집,가정,꼬마대통령어린이집,031-427-7976,경기도 안양시 동안구 호계동 893-1번지 한마음임광2차아파트 205동 102호,"경기도 안양시 동안구 경수대로797번길 12 205-102(호계동, 한마음임광2차아파트)",14040,37.3911457697,126.9436531721
안양시,어린이집,가정,리틀샘 어린이집,031-342-3193,경기도 안양시 동안구 호계동 923-35번지 임광그대가3차아파트 301동 108호,"경기도 안양시 동안구 경수대로685번길 12 301동 108호(호계동, 임광그대가3차아파트)",14078,37.3833105293,126.9512244752
안양시,어린이집,가정,사랑주는어린이집,031-458-6730,경기도 안양시 동안구 호계동 932-3번지 세창짜임아파트 경기도안양시동안구경수대로665번길 51.101동106호,"경기도 안양시 동안구 경수대로665번길 51 경기도안양시동안구경수대로665번길 51.101동106호(호계동,세창짜임아파트)",14082,37.3803377435,126.9525023758
안양시,어린이집,가정,아기꿈어린이집,031-349-0088,경기도 안양시 동안구 호계동 927번지 흥화브라운빌아파트 101동 101호,"경기도 안양시 동안구 귀인로98번길 13 101동 101호(호계동, 흥화브라운빌아파트)",14081,37.3818598079,126.9510109407
안양시,어린이집,가정,금호가베어린이집,031-468-1906,경기도 안양시 만안구 박달동 149-1번지 금호타운 102동 106호,"경기도 안양시 만안구 삼봉로 61 102동 106호(박달동, 금호타운)",14017,37.3995144082,126.9013404547
안양시,어린이집,가정,자람어린이집,031-341-8268,경기도 안양시 동안구 호계동 923-28번지 청호아파트 101동 104호,"경기도 안양시 동안구 경수대로707번길 57 101동 104호(호계동, 청호아파트)",14078,37.3835255258,126.9484466715
안양시,어린이집,가정,청포도어린이집,031-455-7940,경기도 안양시 동안구 호계동 940번지 HHI브라운빌아파트 201동 107호,경기도 안양시 동안구 경수대로609번길 26 HHI브라운빌아파트 201동 107호(호계동),14114,37.3767974405,126.9541079633
안양시,어린이집,가정,효성어린이집,031-429-1128,경기도 안양시 동안구 호계동 912번지 범계마을효성아파트 101동 102호,"경기도 안양시 동안구 시민대로110번길 43 101동 102호(호계동, 범계마을효성아파트)",14077,37.3853541684,126.9475646079
안양시,어린이집,민간,은성어린이집,031-452-5050,경기도 안양시 동안구 호계동 813번지 단지내 노유자 시설 은성어린이집,경기도 안양시 동안구 경수대로 430 단지내 노유자 시설 은성어린이집,14126,37.3637538899,126.9623681715
안양시,어린이집,가정,꼬뜰어린이집,031-453-6001,경기도 안양시 동안구 호계동 811번지 호계2차현대홈타운 210동 104호,"경기도 안양시 동안구 경수대로 462 210동 104호(호계동, 호계2차현대홈타운)",14125,37.3653118610,126.9601434882
안양시,어린이집,가정,꿈동이어린이집,031-384-8583,경기도 안양시 동안구 평촌동 896-6번지 초원아파트 707동 107호,"경기도 안양시 동안구 관평로138번길 63 707동 107호(평촌동, 초원아파트)",14068,37.3917669910,126.9642841197
안양시,어린이집,가정,단비어린이집,031-422-4468,경기도 안양시 동안구 평촌동 898-2번지 초원대림아파트 209동 101호,"경기도 안양시 동안구 귀인로 237 209동101호(평촌동,초원대림아파트)",14070,37.3884966705,126.9653585395
안양시,어린이집,가정,디즈니어린이집,031-388-9175,경기도 안양시 동안구 평촌동 896-6번지 초원마을부영7단지아파트 707동 102호,"경기도 안양시 동안구 관평로138번길 53 707동 102호(평촌동, 초원마을부영7단지아파트)",14068,37.3917669910,126.9642841197
안양시,어린이집,민간,예인어린이집,031-385-2772,경기도 안양시 동안구 비산동 1032-12번지,경기도 안양시 동안구 관악대로249번길 25 (비산동),13941,37.4031682886,126.9501153045
안양시,어린이집,가정,예아랑어린이집,031-429-2859,경기도 안양시 동안구 호계동 893-1번지 한마음임광아파트 101동 104호 시설전용,경기도 안양시 동안구 경수대로797번길 12 한마음임광아파트 101동104호 시설전용 (호계동),14040,37.3906599066,126.9450312217
안양시,어린이집,가정,보물섬어린이집,031-421-7853,경기도 안양시 동안구 평촌동 897-7번지 초원마을LG5단지아파트 503동 103호,"경기도 안양시 동안구 부림로 52 503동 103호(평촌동, 초원마을LG5단지아파트)",14069,37.3894528554,126.9690506040
안양시,어린이집,가정,선재마을어린이집,031-421-9214,경기도 안양시 동안구 평촌동 897-5번지 초원마을한양6단지아파트 607동 101호,"경기도 안양시 동안구 부림로 68 607동 101호(평촌동, 초원마을한양6단지아파트)",14069,37.3909211496,126.9678416578
안양시,어린이집,가정,아이자람어린이집,031-422-7995,경기도 안양시 동안구 평촌동 897-7번지 초원마을LG5단지아파트 504동 103호,"경기도 안양시 동안구 부림로 48 504동 103호(평촌동, 초원마을LG5단지아파트)",14069,37.3899934452,126.9689938998
안양시,어린이집,가정,예솔아이어린이집,031-347-9561,경기도 안양시 동안구 평촌동 896-6번지 초원마을부영7단지아파트 705동 105호,"경기도 안양시 동안구 관평로138번길 63 705동 105호(평촌동, 초원마을부영7단지아파트)",14068,37.3923976015,126.9639901883
안양시,어린이집,가정,초록어린이집,031-384-9422,경기도 안양시 동안구 평촌동 898-2번지 초원마을대림2단지아파트 206동 104호,"경기도 안양시 동안구 관평로 122 206동 104호(평촌동, 초원마을대림2단지아파트)",14070,37.3879286260,126.9640941247
안양시,어린이집,가정,초원나라어린이집,031-388-9474,경기도 안양시 동안구 평촌동 896-6번지 초원마을부영7단지아파트 706동 102호,"경기도 안양시 동안구 관평로138번길 53 706동 102호(평촌동, 초원마을부영7단지아파트)",14068,37.3919650237,126.9637080980
안양시,어린이집,가정,평촌영아어린이집,031-382-1448,경기도 안양시 동안구 평촌동 896-6번지 초원마을부영7단지아파트 711동 101호,"경기도 안양시 동안구 관평로138번길 53 711동 101호(평촌동, 초원마을부영7단지아파트)",14068,37.3914970942,126.9655490160
안양시,어린이집,가정,현대다사랑어린이집,031-382-7663,경기도 안양시 동안구 평촌동 899-2번지 향촌현대2단지아파트 201동 101호,"경기도 안양시 동안구 귀인로 193 201동 101호(평촌동, 향촌현대2단지아파트)",14071,37.3866929649,126.9603797721
안양시,어린이집,민간,새중앙어린이집,031-425-3034,경기도 안양시 동안구 평촌동 158-3번지 새중앙교회내 새중앙어린이집,경기도 안양시 동안구 귀인로 301 새중앙교회내 새중앙어린이집,14060,37.3890572353,126.9720657767
안양시,어린이집,민간,하람어린이집,031-424-6322,경기도 안양시 동안구 평촌동 134-1번지 평촌교육문화센터 아가페 1층,경기도 안양시 동안구 흥안대로 390 평촌교육문화센터 아가페 1층,14064,37.3891388550,126.9741660790
안양시,어린이집,가정,다하어린이집,031-425-1770,경기도 안양시 동안구 평촌동 34번지 삼성래미안 103동 104호,"경기도 안양시 동안구 흥안대로456번길 62 103동 104호(평촌동, 삼성래미안)",14062,37.3928430163,126.9786817391
안양시,어린이집,가정,미래(은물)어린이집,031-421-5988,경기도 안양시 동안구 평촌동 75-2번지 인덕원푸른마을대우아파트 110동 104호,"경기도 안양시 동안구 학의로 390 110동 104호(평촌동, 인덕원푸른마을대우아파트)",14061,37.3947532524,126.9791554296
안양시,어린이집,가정,송이어린이집,031-421-8488,경기도 안양시 동안구 평촌동 101번지 인덕원대림2차아파트 201동 101호,"경기도 안양시 동안구 흥안대로414번길 39 201동 101호(평촌동, 인덕원대림2차아파트)",14063,37.3915630936,126.9764010674
안양시,어린이집,가정,나무아래어린이집,031-346-0103,경기도 안양시 만안구 안양동 1393번지 래미안안양메가트리아 202동 103호,"경기도 안양시 만안구 안양천서로 177 202동103호 (안양동, 래미안안양메가트리아)",14038,37.3939439271,126.9361751056
안양시,어린이집,가정,사랑샘어린이집,031-447-1917,경기도 안양시 만안구 안양동 1393번지 래미안안양메가트리아 211동 103호,"경기도 안양시 만안구 안양천서로 177 211동 103호(안양동,래미안안양메가트리아)",14038,37.3939439271,126.9361751056
안양시,어린이집,가정,해밀어린이집,031-465-8382,경기도 안양시 만안구 안양동 1393번지 래미안안양메가트리아 205동 102호,"경기도 안양시 만안구 안양천서로 177 205동 102호(안양동,래미안안양메가트리아)",14038,37.3939439271,126.9361751056
안양시,어린이집,가정,햇빛아이어린이집,031-446-9770,경기도 안양시 만안구 안양동 767번지 성원1차아파트 101동 103호,"경기도 안양시 만안구 병목안로 81 101동 103호(안양동, 성원1차아파트)",14021,37.3947580584,126.9137239632
안양시,어린이집,민간,성원어린이집,031-466-2772,경기도 안양시 만안구 안양동 714-41번지,경기도 안양시 만안구 양화로 10 (안양동),14003,37.3948586262,126.9156775300
안양시,어린이집,가정,은하수어린이집,031-382-6533,경기도 안양시 동안구 비산동 1103-4번지 은하수마을신성3단지아파트 305동 103호,"경기도 안양시 동안구 달안로 40 305동 103호(비산동, 은하수마을신성3단지아파트)",14045,37.3941214900,126.9486309881
안양시,어린이집,가정,튼튼어린이집,031-384-0369,경기도 안양시 동안구 비산동 1102-7번지 관악성원아파트 307동 101호,"경기도 안양시 동안구 동안로 209 307-101(비산동, 관악성원아파트)",14044,37.3961387997,126.9465967622
안양시,어린이집,가정,해림어린이집,031-476-1060,경기도 안양시 동안구 비산동 1102번지 관악타운 125동 102호,"경기도 안양시 동안구 학의로 20 125동102호(비산동,관악타운)",14044,37.3945156005,126.9437634498
안양시,어린이집,가정,해오름베이비어린이집,031-388-3283,경기도 안양시 동안구 비산동 1103번지 은하수마을벽산2단지아파트 205동 102호,"경기도 안양시 동안구 시민대로159번길 58 205동 102호(비산동, 은하수마을벽산2단지아파트)",14045,37.3924987717,126.9467011178
안양시,어린이집,가정,강낭콩어린이집,031-346-6161,경기도 안양시 동안구 호계동 1052번지 목련마을대우선경2단지아파트 206동 108호,"경기도 안양시 동안구 동안로 98 206동 108호(호계동, 목련마을대우선경2단지아파트)",14075,37.3890151009,126.9539871276
