시군명,사업장명,인허가일자,인허가취소일자,영업상태명,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지시설전화번호,소재지면적정보,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,업태구분명정보,X좌표값,Y좌표값,위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총종업원수,본사종업원수,공장사무소종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모정보,전통업소지정번호,전통업소주된음식,홈페이지URL
안산시,핫플,20160426,,영업/정상,영업,,,,,,287.21,"경기도 안산시 단원구 고잔1길 42, 406호 (고잔동)",경기도 안산시 단원구 고잔동 540-2 406호,15361,37.3180143146,126.8381613248,기타,185585.059503265    ,424013.475505232    ,기타,,,기타,,,,,,,,,,,Y,287.21,,,
안산시,항아리가요주점,19960404,,영업/정상,영업,,,,,031 4067817,154.57,"경기도 안산시 상록구 용신로 384, 지층 3호 (본오동)",경기도 안산시 상록구 본오동 873-2번지 본오프라자 지층 3호,15537,37.3013386392,126.8646805556,간이주점,187936.908952005    ,422167.062572567    ,간이주점,0,0,유흥업소밀집지역,,상수도전용,,0,0,0,0,,0,0,Y,154.57,,,
안산시,해바라기,19981214,,폐업,폐업,20010801,,,,413-0520,204.77,경기도 안산시 단원구 고잔2길 38 지층 3호 (고잔동),경기도 안산시 단원구 고잔동 537-2번지 지층 3호 ,15360,37.3174197,126.8351841,간이주점,185323.920687355    ,423958.751225354    ,간이주점,0,0,유흥업소밀집지역,,상수도전용,,0,0,0,0,,0,0,N,204.77,,,
안산시,해변가요주점,19980813,,폐업,폐업,20070910,,,,031 4827429,49.40,경기도 안산시 단원구 고잔1길 54 204호 (고잔동),경기도 안산시 단원구 고잔동 540-5번지 204호 ,15361,37.3178673,126.8395152,요정,185707.959371413    ,424005.454092437    ,요정,0,0,유흥업소밀집지역,,상수도전용,,0,0,0,0,,0,0,N,49.4,,,
안산시,해커,19960923,,폐업,폐업,19980602,,,,85-7 007,228.30,"경기도 안산시 단원구 예술대학로 11 지층 2호 (고잔동,해남빌딩)",경기도 안산시 단원구 고잔동 535-3번지 해남빌딩 지층 2호 ,15360,37.3180343,126.8364914,간이주점,185441.407609943    ,424025.080682552    ,간이주점,0,0,유흥업소밀집지역,,상수도전용,,0,0,0,0,,0,0,N,228.3,,,
안산시,해품달노래광장,20120314,,영업/정상,영업,,,,,031 416 6766,77.47,"경기도 안산시 상록구 용신로 383, 삼우프라자동 304,305호 (본오동)","경기도 안산시 상록구 본오동 874-11번지 삼우프라자 304,305호",15532,37.3018432,126.8647134,룸살롱,187939.313810637    ,422224.001252372    ,룸살롱,,1,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,77.47,,,
안산시,해피노래광장,20150714,,영업/정상,영업,,,,,,57.67,"경기도 안산시 단원구 선부광장로 37, 501-1호 (선부동, 진주프라자)",경기도 안산시 단원구 선부동 1076-15번지 진주프라자 501-1호,15239,37.3356380804,126.8112439372,카바레,183207.188214703    ,425983.952471214    ,카바레,,,유흥업소밀집지역,,,,,,,,,,,Y,57.67,,,
안산시,행복노래광장,20021029,,영업/정상,영업,,,,,031 4147230,76.39,"경기도 안산시 단원구 고잔1길 66 (고잔동, 540-7  원영빌딩 3층 304호)",경기도 안산시 단원구 고잔동 540-7번지 원영빌딩 3층 304호 ,15361,37.3178674440,126.8409163799,간이주점,185829.396835568    ,423997.529783183    ,간이주점,0,0,,,,,,,,,,,,Y,76.39,,,
안산시,향수라이브,20090417,,영업/정상,영업,,,,,031 482 3500,148.20,"경기도 안산시 단원구 광덕3로 135-6 (고잔동, 705-8  신명빌딩 403호)",경기도 안산시 단원구 고잔동 705-8번지 신명빌딩 403호 ,15461,37.3132978841,126.8281700937,룸살롱,184697.883167707    ,423490.576514282    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,148.2,,,
안산시,허니,20150401,,영업/정상,영업,,,,,,71.75,"경기도 안산시 단원구 고잔1길 63, 203호 (고잔동, 상아프라자)",경기도 안산시 단원구 고잔동 539-14번지 상아프라자 203호,15361,37.3182018,126.8403493,룸살롱,185782.773768294    ,424043.797616709    ,룸살롱,,,,,,,,,,,,,,Y,71.75,,,
안산시,허니노래광장,20071010,,영업/정상,영업,,,,,031 414 6379,111.76,"경기도 안산시 단원구 고잔2길 42 (고잔동, 537-3  2층 212호)",경기도 안산시 단원구 고잔동 537-3번지 2층 212호 ,15360,37.3173936,126.8358272,간이주점,185381.138274595    ,423954.956682969    ,간이주점,,,유흥업소밀집지역,,,,,,,,,,,Y,111.76,,,
안산시,허브노래광장,20060705,,영업/정상,영업,,,,,031 4394334,83.72,"경기도 안산시 단원구 고잔1길 40 (고잔동, 540-1 동원빌딩 지하2호)",경기도 안산시 단원구 고잔동 540-1번지 동원빌딩 지하2호 ,15361,37.3180389553,126.8377322424,룸살롱,185546.196851942    ,424016.009786115    ,룸살롱,,,,,,,,,,,,,,Y,83.72,,,
안산시,헐 노래광장,20051108,,영업/정상,영업,,,,,,105.87,"경기도 안산시 단원구 광덕2로 185-4 (고잔동, 770-9  신풍빌딩 403호)",경기도 안산시 단원구 고잔동 770-9번지 신풍빌딩 403호 ,15470,37.3100619,126.8313313,간이주점,184981.810057952    ,423140.806548834    ,간이주점,,,,,,,,,,,,,,Y,105.87,,,
안산시,헤라노래빠,20141114,,영업/정상,영업,,,,,,84.06,"경기도 안산시 상록구 본삼로 45, 지층 104호 (본오동, 덕암빌딩)",경기도 안산시 상록구 본오동 873-9번지 덕암빌딩 지하104호,15537,37.3010056,126.8650420,비어(바)살롱,187969.424832753    ,422131.675460929    ,비어(바)살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,84.06,,,
안산시,호박Ⅱ노래광장,20041027,,영업/정상,영업,,,,,031 4161588,91.30,"경기도 안산시 상록구 용신로 381, 신영빌딩 203호 (본오동)",경기도 안산시 상록구 본오동 874-12 신영빌딩 203호,15532,37.3019422676,126.8643897818,기타,187904.36021435     ,422225.504525727    ,기타,0,0,,,,,,,,,,,,Y,91.3,,,
안산시,호박노래광장,20101012,,영업/정상,영업,,,,,031 439 9167,45.00,"경기도 안산시 단원구 초지2로 59-10 (초지동, 서진프라자 403호)",경기도 안산시 단원구 초지동 734-11번지 서진프라자 403호 ,15448,37.3070376,126.8155464,룸살롱,183583.221752607    ,422808.424599077    ,룸살롱,,,,,,,,,,,,,,Y,45,,,
안산시,호박노래광장 유흥주점,20021111,,영업/정상,영업,,,,,031 419 8532,106.22,"경기도 안산시 상록구 일동로 22, 2층 203,204호 (일동)","경기도 안산시 상록구 일동 632-13 2층 203,204호",15326,37.3100879289,126.8689141211,룸살롱,188308.30430135     ,423128.440592544    ,룸살롱,0,0,,,,,,,,,,,,Y,106.22,,,
안산시,호박유흥주점,20120510,,영업/정상,영업,,,,,031 439 9167,22.32,"경기도 안산시 단원구 초지2로 59-10 (초지동, 서진프라자 404호)",경기도 안산시 단원구 초지동 734-11번지 서진프라자 404호 ,15448,37.3070376,126.8155464,룸살롱,183583.221752607    ,422808.424599077    ,룸살롱,,,,,,,,,,,,,,Y,22.32,,,
안산시,호텔가요주점,19960306,,폐업,폐업,19961230,,,,411-5474,141.00,"경기도 안산시 단원구 중앙대로 937 지층 4호 (고잔동,해양빌딩)",경기도 안산시 단원구 고잔동 542-4번지 해양빌딩 지층 4호 ,15361,37.3169772,126.8409047,간이주점,185831.9026139      ,423906.375382194    ,간이주점,0,0,,,,,0,0,0,0,,0,0,N,141,,,
안산시,호텔가요주점,19970702,,폐업,폐업,20040312,,,,411-5474,141.35,"경기도 안산시 단원구 중앙대로 937 지층 1호 (고잔동,해양빌딩)",경기도 안산시 단원구 고잔동 542-4번지 해양빌딩 지층 1호 ,15361,37.3169772,126.8409047,간이주점,185831.9026139      ,423906.375382194    ,간이주점,0,0,유흥업소밀집지역,,상수도전용,,0,0,0,0,,0,0,N,141.35,,,
안산시,호텔가요주점,20050317,,폐업,폐업,20080428,,,,031 4115474,141.34,"경기도 안산시 단원구 중앙대로 937 지하 101호 (고잔동,해양빌딩)",경기도 안산시 단원구 고잔동 542-4번지 해양빌딩 지하 101호 ,15361,37.3169772,126.8409047,간이주점,185831.9026139      ,423906.375382194    ,간이주점,0,0,,,상수도전용,,,,,,,,,N,141.34,,,
안산시,호프닷컴,19990129,,폐업,폐업,20041213,,,,031 4036205,279.35,"경기도 안산시 단원구 고잔1길 40 지층 1,2호 (고잔동,동원빌딩)","경기도 안산시 단원구 고잔동 540-1번지 동원빌딩 지층 1,2호 ",15361,37.3179549,126.8376874,간이주점,185546.196851942    ,424016.009786115    ,간이주점,0,0,유흥업소밀집지역,,상수도전용,,0,0,0,0,,0,0,N,279.35,,,
안산시,홀리데인유흥주점,19961018,,폐업,폐업,20081217,,,,4088103,688.01,"경기도 안산시 상록구 상록수로 20 G동 1층 1호 (본오동,한조상록수빌딩)",경기도 안산시 상록구 본오동 877-6번지 한조상록수빌딩 지1층 1호 ,15532,37.3022904,126.8619379,룸살롱,187692.27939339     ,422272.554922562    ,룸살롱,0,0,기타,,상수도전용,,0,0,0,0,,0,0,N,688.01,,,
안산시,홀인노래광장,20020328,,폐업,폐업,20130723,,,,031 4051030,125.57,"경기도 안산시 단원구 고잔2길 71 (고잔동, 540-13 안산빌딩 지하 102호)",경기도 안산시 단원구 고잔동 540-13번지 안산빌딩 지하 102호 ,15361,37.3175873,126.8390194,카바레,185664.119419031    ,423973.804107257    ,카바레,0,0,,,,,,,,,,,,N,125.57,,,
안산시,홀인원가요주점,19960520,,폐업,폐업,20040309,,,,484-6686,120.70,경기도 안산시 단원구 당곡로 12 지층 (고잔동),경기도 안산시 단원구 고잔동 536번지 지층 ,15360,37.3181476,126.8337723,간이주점,185198.845046224    ,424038.229614973    ,간이주점,0,0,기타,,상수도전용,,0,0,0,0,,0,0,N,120.7,,,
안산시,홈런노래광장,20030823,,영업/정상,영업,,,,,031 4024587,171.06,"경기도 안산시 단원구 고잔1길 48 (고잔동, 540-3  천혜빌딩 지하 1,2호)","경기도 안산시 단원구 고잔동 540-3번지 천혜빌딩 지하 1,2호 ",15361,37.3179201170,126.8385787592,룸살롱,185624.983801778    ,424010.869489063    ,룸살롱,,,,,,,,,,,,,,Y,171.06,,,
안산시,홍시노래광장,20101020,,영업/정상,영업,,,,,,99.00,"경기도 안산시 단원구 고잔1길 66 (고잔동, 540-7  203호)",경기도 안산시 단원구 고잔동 540-7번지 203호 ,15361,37.3177881,126.8408804,룸살롱,185829.396835568    ,423997.529783183    ,룸살롱,,,,,,,,,,,,,,Y,99,,,
안산시,홍콩노래광장,20121105,,영업/정상,영업,,,,,031 484 4939,75.33,"경기도 안산시 단원구 광덕2로 193-3 (고잔동, 광장타운 202호)",경기도 안산시 단원구 고잔동 770-6번지 광장타운 202호 ,15470,37.3099545,126.8318279,룸살롱,185024.63846523     ,423129.471753586    ,룸살롱,,,,,,,,,,,,,,Y,75.33,,,
안산시,홍콩노래광장,20030709,,영업/정상,영업,,,,,031 411 3124,65.94,"경기도 안산시 단원구 고잔1길 48 (고잔동, 540-3  천혜빌딩 205호)",경기도 안산시 단원구 고잔동 540-3번지 천혜빌딩 205호 ,15361,37.3180640447,126.8384092238,룸살롱,185624.983801778    ,424010.869489063    ,룸살롱,,,,,,,,,,,,,,Y,65.94,,,
안산시,환상가요주점,19970812,,폐업,폐업,19990224,,,,85-3 805,136.88,"경기도 안산시 단원구 고잔1길 70 207,208호 (고잔동,무궁화빌딩)","경기도 안산시 단원구 고잔동 540-8번지 무궁화빌딩 207,208호 ",15361,37.3177797,126.8413204,간이주점,185868.094488198    ,423995.005509301    ,간이주점,0,0,유흥업소밀집지역,,상수도전용,,0,0,0,0,,0,0,N,136.88,,,
안산시,환상성인클럽,19951128,,폐업,폐업,20000112,,,,413-3960,169.61,,"경기도 안산시 단원구 와동 762번지 유통상가 2동 203,204호 ",,37.3408947,126.8251561,간이주점,184440.540505444    ,426562.300646577    ,간이주점,0,0,주택가주변,,,,0,0,0,0,,0,0,N,169.61,,,
안산시,황궁,19880511,,폐업,폐업,20000823,,,,80-6 926,156.00,경기도 안산시 단원구 고잔2길 73 지층 3호 (고잔동),경기도 안산시 단원구 고잔동 540-12번지 지층 3호 ,15361,37.3175609,126.8394933,룸살롱,185705.76459018     ,423971.065469824    ,룸살롱,0,0,,,,,0,0,0,0,,0,0,N,156,,,
안산시,황궁노래광장,20030207,,폐업,폐업,20040802,,,,031 4862626,161.35,"경기도 안산시 단원구 광덕2로 163-5 303,304호 (고잔동,황금프라자)","경기도 안산시 단원구 고잔동 709-4번지 황금프라자 303,304호 ",15471,37.3103639,126.8283865,룸살롱,184719.695887951    ,423176.368617645    ,룸살롱,0,0,,,,,,,,,,,,N,161.35,,,
안산시,황궁노래광장,20140826,,영업/정상,영업,,,,,031 402 1211,113.46,"경기도 안산시 단원구 고잔1길 66, 지102호 (고잔동, 원영빌딩)",경기도 안산시 단원구 고잔동 540-7번지 원영빌딩 지102호,15361,37.3177881,126.8408804,룸살롱,185829.396835568    ,423997.529783183    ,룸살롱,,,유흥업소밀집지역,,,,,,,,,,,Y,113.46,,,
안산시,황궁노래광장,20041105,,영업/정상,영업,,,,,031484 6255,163.08,"경기도 안산시 단원구 광덕2로 163-5 (고잔동, 709-4  외1필지 303,304호)","경기도 안산시 단원구 고잔동 709-4번지 외1필지 303,304호 ",15471,37.3103639,126.8283865,룸살롱,184719.695887951    ,423176.368617645    ,룸살롱,0,0,,,,,,,,,,,,Y,163.08,,,
안산시,황궁유흥주점,19981107,,폐업,폐업,20110610,,,,031 4020396,238.90,"경기도 안산시 단원구 고잔1길 66 지층 101,102호 (고잔동,원영빌딩)","경기도 안산시 단원구 고잔동 540-7번지 원영빌딩 지층 101,102호 ",15361,37.3177881,126.8408804,기타,185829.396835568    ,423997.529783183    ,기타,0,0,유흥업소밀집지역,,상수도전용,,0,0,0,0,,0,0,N,238.9,,,
안산시,황금노래광장유흥주점,20041231,,영업/정상,영업,,,,,031 4072929,103.41,"경기도 안산시 상록구 용신로 387, 서일빌딩 지층 2호 (본오동)",경기도 안산시 상록구 본오동 874-10 서일빌딩 지층 2호,15532,37.3019192245,126.8651346909,룸살롱,187973.256528513    ,422222.543232751    ,룸살롱,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,103.41,,,
안산시,황금성노래광장,19960611,,영업/정상,영업,,,,,031 4050033,100.75,"경기도 안산시 단원구 선부광장1로 10 (선부동, 동양빌딩 지층101호)",경기도 안산시 단원구 선부동 1070-11번지 동양빌딩 지층 101호 ,15240,37.3354511,126.8071595,간이주점,182845.149692679    ,425961.704124988    ,간이주점,,,,,,,0,0,0,0,,0,0,Y,100.75,,,
안산시,황실가요주점,19961007,,폐업,폐업,20041228,,,,031 4014111,93.77,"경기도 안산시 단원구 고잔1길 49 206호 (고잔동,운암빌딩)",경기도 안산시 단원구 고잔동 539-17번지 운암빌딩 206호 ,15361,37.3182811,126.8390179,간이주점,185664.375          ,424051.5            ,간이주점,0,0,유흥업소밀집지역,,상수도전용,,0,0,0,0,,0,0,N,93.77,,,
안산시,황실유흥주점,20010216,,폐업,폐업,20021104,,,,,105.28,"경기도 안산시 상록구 일동로 22 2층 203,204호 (일동,성진빌딩)","경기도 안산시 상록구 일동 632-13번지 성진빌딩2층 203,204호 ",15326,37.3100112,126.8688496,카바레,188308.30430135     ,423128.440592544    ,카바레,0,0,,,,,,,,,,,,N,105.28,,,
안산시,황제가요주점,20080925,,영업/정상,영업,,,,,031 410 1997,227.39,"경기도 안산시 단원구 광덕2로 185-16 (고잔동, 770-14  2층 201호)",경기도 안산시 단원구 고잔동 770-14번지 2층 201호 ,15470,37.3110351,126.8313855,룸살롱,184986.828933095    ,423249.753224766    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,227.39,,,
안산시,황제노래광장,20030927,,폐업,폐업,20031010,,,,,80.46,경기도 안산시 단원구 선부광장로 37 204호 (선부동),경기도 안산시 단원구 선부동 1076-15번지 .204호 ,15239,37.3356380,126.8112439,간이주점,183207.188214703    ,425983.952471214    ,간이주점,0,0,,,상수도전용,,,,,,,,,N,80.46,,,
안산시,황제노래광장,20030814,,폐업,폐업,20040308,,,,031 4804060,89.97,"경기도 안산시 단원구 광덕2로 163-5 306,307호 (고잔동,황금프라자)","경기도 안산시 단원구 고잔동 709-4번지 황금프라자306,307호 ",15471,37.3103639,126.8283865,룸살롱,184719.695887951    ,423176.368617645    ,룸살롱,0,0,,,,,,,,,,,,N,89.97,,,
안산시,황제노래광장,20030927,,영업/정상,영업,,,,,,131.70,"경기도 안산시 단원구 선부광장로 37 (선부동, 1076-15  .1층107호,2층204호)","경기도 안산시 단원구 선부동 1076-15번지 .1층107호,2층204호 ",15239,37.3356380,126.8112439,간이주점,183207.188214703    ,425983.952471214    ,간이주점,0,0,,,상수도전용,,,,,,,,,Y,131.7,,,
안산시,황제노래광장유흥주점,20001012,,영업/정상,영업,,,,,031 4853988,110.48,"경기도 안산시 단원구 고잔1길 40 (고잔동, 동원빌딩 403호)",경기도 안산시 단원구 고잔동 540-1번지 동원빌딩 403호 ,15361,37.3179549169,126.8376874482,룸살롱,185546.196851942    ,424016.009786115    ,룸살롱,0,0,,,,,,,,,,,,Y,110.48,,,
안산시,황진이,19971120,,영업/정상,영업,,,,,031 4020296,379.08,"경기도 안산시 상록구 예술광장1로 16, 칠성프라자 지층 2,3호 (월피동)","경기도 안산시 상록구 월피동 445-4번지 칠성프라자 지층 2,3호",15288,37.3289473411,126.8442639998,룸살롱,186132.948113196    ,425235.962746032    ,룸살롱,,,,,,,0,0,0,0,,0,0,Y,379.08,,,
안산시,황진이노래광장,20111214,,영업/정상,영업,,,,,,92.01,"경기도 안산시 단원구 초지2로 67-17, 4층 (초지동, 일부)",경기도 안산시 단원구 초지동 734번지 4층 일부 ,15448,37.3077323715,126.8161651490,룸살롱,183636.506894712    ,422884.137961538    ,룸살롱,,,,,상수도전용,,,,,,,,,Y,92.01,,,
안산시,황진이노래광장,20020530,,영업/정상,영업,,,,,031 4038750,83.05,"경기도 안산시 단원구 고잔1길 40 (고잔동, 540-1  동원빌딩 2층 201호)",경기도 안산시 단원구 고잔동 540-1번지 동원빌딩 2층 201호 ,15361,37.3179549,126.8376874,카바레,185546.196851942    ,424016.009786115    ,카바레,0,0,,,,,,,,,,,,Y,83.05,,,
안산시,황진이노래광장,20091020,,영업/정상,영업,,,,,031 414 0073,81.31,"경기도 안산시 단원구 광덕2로 155-4 (고잔동, 709-8  스타프라자 401호)",경기도 안산시 단원구 고잔동 709-8번지 스타프라자 401호 ,15471,37.3101739,126.8278567,룸살롱,184674.215066647    ,423153.18465524     ,룸살롱,,,,,상수도전용,,,,,,,,,Y,81.31,,,
안산시,후궁가요주점,19891106,,폐업,폐업,20010901,,,,410-7970,256.50,경기도 안산시 상록구 예술광장로 19 지1층 101호 (월피동),경기도 안산시 상록구 월피동 445-17번지 지1층 101호 ,15288,37.3292291,126.8461025,간이주점,186293.776540834    ,425264.837126975    ,간이주점,0,0,,을,,,0,0,0,0,,0,0,N,256.5,,,
안산시,휘모리노래광장,20020307,,폐업,폐업,20151104,,,,031 407 8770,118.00,"경기도 안산시 상록구 상록수로 28, 본오피아빌딩 201,202,215호 (본오동)","경기도 안산시 상록구 본오동 877-8번지 본오피아빌딩 201~2,215호",15532,37.3020393,126.8629310,카바레,187781.607816964    ,422247.184696796    ,카바레,0,0,,,,,,,,,,,,N,118,,,
안산시,휘어청노래광장,20040525,,폐업,폐업,20150914,,,,031 4147941,242.36,"경기도 안산시 단원구 광덕3로 135-4 (고잔동, 705-7  .304,305호)","경기도 안산시 단원구 고잔동 705-7번지 .304,305호 ",15461,37.3129224,126.8281098,기타,184695.789756532    ,423460.221294234    ,기타,1,0,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,242.36,,,
안산시,휘트니,19890630,,폐업,폐업,19951222,,,,83-4 987,291.24,경기도 안산시 단원구 중앙대로 907 1동 4층 (고잔동),경기도 안산시 단원구 고잔동 541번지 1동 4층 ,15361,37.3171343,126.8372154,룸살롱,185523.919813512    ,423927.203918079    ,룸살롱,0,0,,,,,0,0,0,0,,0,0,N,291.24,,,
안산시,휘트니1,19981228,,폐업,폐업,19991230,,,,483-7055,245.70,"경기도 안산시 단원구 중앙대로 907 안산종합상가 1동 4층 1401,1406호 (고잔동)","경기도 안산시 단원구 고잔동 541번지 안산종합상가 1동 4층 1401,1406호 ",15361,37.3171436,126.8374410,간이주점,185523.919813512    ,423927.203918079    ,간이주점,0,0,유흥업소밀집지역,,상수도전용,,0,0,0,0,,0,0,N,245.7,,,
안산시,휘트니2,19951207,,폐업,폐업,19990331,,,,83-4 977,176.84,"경기도 안산시 단원구 중앙대로 907 안산종합상가 1동 4층 1402,1403호 (고잔동)","경기도 안산시 단원구 고잔동 541번지 안산종합상가 1동 4층 1402,1403호 ",15361,37.3171436,126.8374410,간이주점,185523.919813512    ,423927.203918079    ,간이주점,0,0,유흥업소밀집지역,,상수도전용,,0,0,0,0,,0,0,N,176.84,,,
안산시,휘트니노래주점,20000725,,폐업,폐업,20071226,,,,031 4117441,117.60,"경기도 안산시 단원구 중앙대로 921 지하2층 217호 (고잔동,동서코아)",경기도 안산시 단원구 고잔동 541-1번지 동서코아지하2층217호 ,15361,37.3170646,126.8389416,카바레,185656.844322398    ,423918.131295682    ,카바레,0,0,,,,,,,,,,,,N,117.6,,,
안산시,휘트니유흥주점,19980528,,폐업,폐업,19980911,,,,83-7 055,552.23,"경기도 안산시 단원구 중앙대로 907 종합상가 1401,1406호 (고잔동)","경기도 안산시 단원구 고잔동 541번지 종합상가 1401,1406호 ",15361,37.3171436,126.8374410,간이주점,185523.919813512    ,423927.203918079    ,간이주점,0,0,유흥업소밀집지역,,상수도전용,,0,0,0,0,,0,0,N,552.23,,,
안산시,휠링,19950929,,폐업,폐업,20000907,,,,84-4 034,60.26,"경기도 안산시 단원구 고잔로 120 3층 307호 (고잔동,세주빌딩)",경기도 안산시 단원구 고잔동 539-5번지 세주빌딩 3층 307호 ,15361,37.3185611,126.8394911,룸살롱,185707.42           ,424084.565          ,룸살롱,0,0,,,,,0,0,0,0,,0,0,N,60.26,,,
안산시,휠링가요주점,19970702,,폐업,폐업,19980713,,,,418-1678,177.43,경기도 안산시 상록구 이호로5길 13 2층 (본오동),경기도 안산시 상록구 본오동 948-10번지 2층 ,15566,37.2881457,126.8630695,간이주점,187792.171033514    ,420705.872526489    ,간이주점,0,0,기타,,상수도전용,,0,0,0,0,,0,0,N,177.43,,,
안산시,희빈노래광장유흥주점,20010323,,폐업,폐업,20040313,,,,031 4100028,101.46,"경기도 안산시 단원구 고잔2길 71 지하 104호 (고잔동,안산프라자)",경기도 안산시 단원구 고잔동 540-13번지 안산프라자 지하104호 ,15361,37.3175873,126.8390194,카바레,185664.119419031    ,423973.804107257    ,카바레,0,0,,,,,,,,,,,,N,101.46,,,
안산시,히트관광나이트,20011031,,영업/정상,영업,,,,,031 4166686,"1,467.10","경기도 안산시 상록구 상록수로 34, 상록수아카데미타워지층 102,103호 (본오동)","경기도 안산시 상록구 본오동 874 상록수아카데미타워지층 102,103호",15532,37.3021011745,126.8637678471,관광호텔나이트(디스코),187852.53559403     ,422244.178054338    ,관광호텔나이트(디스코),,,,,,,,,,,,,,Y,1467.1,,,
안산시,힐링노래광장,20001223,,영업/정상,영업,,,,,,100.77,"경기도 안산시 단원구 선부광장1로 56 (선부동, 1076-1  일성이즈마트203)",경기도 안산시 단원구 선부동 1076-1번지 일성이즈마트203 ,15239,37.3364751,126.8106888,카바레,183157.568681028    ,426077.607338777    ,카바레,0,0,,,,,,,,,,,,Y,100.77,,,
안산시,힐타운노래광장,20180713,,영업/정상,영업,,,,,,80.20,"경기도 안산시 단원구 광덕3로 175-13, 대우타운 206호 (고잔동)",경기도 안산시 단원구 고잔동 726-1번지 대우타운 206호,15462,37.3135590,126.8321017,룸살롱,185051.776159087    ,423529.146187286    ,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,80.2,,,
안성시,007노래빠,20121108,,영업/정상,영업,,,,,,123.34,"경기도 안성시 대덕면 중앙대학로 119, 2층",경기도 안성시 대덕면 내리 689-8번지 2층 ,17546,37.0013533,127.2243817,룸살롱,219906.466600513    ,388888.878614945    ,룸살롱,,,,,상수도전용,,,,,,,,,Y,123.34,,,
안성시,031노래뱅크,20090910,,영업/정상,영업,,,,,031 677 1466,101.45,경기도 안성시 대덕면 중앙대학로 111 (지1층),경기도 안성시 대덕면 내리 689-12번지 지1층 ,17546,37.0016875,127.2239670,룸살롱,219867.405549588    ,388926.874298606    ,룸살롱,,,학교정화(상대),자율,상수도전용,,,,,,,,,Y,101.45,,,
안성시,GOGO 노래뱅크,20060626,,영업/정상,영업,,,,,031 6710593,166.37,"경기도 안성시 중앙1길 9, 지층 (대천동)",경기도 안성시 대천동 48번지 지층 ,17589,37.0078808,127.2706570,룸살롱,224021.661443323    ,389623.615119766    ,룸살롱,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,166.37,,,
안성시,MBC노래빠,20051212,,영업/정상,영업,,,,,031 6764559,80.64,경기도 안성시 죽산면 죽주로 259,경기도 안성시 죽산면 죽산리 438-7번지 ,17519,37.0753220,127.4238310,룸살롱,237623.385597625    ,397159.419473031    ,룸살롱,0,0,기타,지도,상수도전용,,,,,,,,,Y,80.64,,,
안성시,거성회관,19880922,,폐업,폐업,20130125,,,,,269.50,경기도 안성시 죽산면 중서길 10 (죽산리),경기도 안성시 죽산면 죽산리 437-1번지 ,17519,37.0756330,127.4225282,간이주점,237505.429223217    ,397191.454139794    ,간이주점,0,0,,,,,,,,,,,,N,269.5,,,
안성시,공도노래홀,20050307,,영업/정상,영업,,,,,031 6535539,126.24,경기도 안성시 공도읍 고무다리길 3,경기도 안성시 공도읍 만정리 417-122번지 ,17562,36.9990190,127.1696084,룸살롱,215030.066456025    ,388620.336481759    ,룸살롱,0,0,,,상수도전용,,,,,,,,,Y,126.24,,,
안성시,구구노래빠,20061227,,영업/정상,영업,,,,,031 6558222,128.93,,경기도 안성시 공도읍 만정리 417-83번지 ,17562,36.9993604,127.1703281,룸살롱,215094.928015037    ,388656.350761387    ,룸살롱,,,,,,,,,,,,,,Y,128.93,,,
안성시,궁,20090223,,폐업,폐업,20130311,,,,031 671 7958,264.70,,경기도 안성시 석정동 29-2번지 ,17581,37.0078266,127.2667132,룸살롱,223671.946458392    ,389618.404970911    ,룸살롱,0,0,학교정화(상대),자율,상수도전용,,,,,,,,,N,264.7,,,
안성시,궁노래홀,20100219,,영업/정상,영업,,,,,031 618 3002,131.51,경기도 안성시 공도읍 공도로 74 (2층),경기도 안성시 공도읍 만정리 417-51번지 2층 ,17562,36.9990196,127.1692152,룸살롱,214996.478290733    ,388619.145435481    ,룸살롱,,,,,,,,,,,,,,Y,131.51,,,
안성시,궁전극장식스탠드바,19810312,,영업/정상,영업,,,,,031 6742988,388.42,경기도 안성시 장기로45번길 30 (서인동),경기도 안성시 서인동 80번지 ,17581,37.0065785,127.2687874,룸살롱,223850.329918706    ,389456.803854757    ,룸살롱,,,,,상수도전용,,,,,,,,,Y,388.42,,,
안성시,금호,19840711,,영업/정상,영업,,,,,031 618 2022,99.36,경기도 안성시 공도읍 마정강변길 69,경기도 안성시 공도읍 마정리 45-29번지 ,17548,37.0149682,127.2095441,룸살롱,218581.660586638    ,390397.118305121    ,룸살롱,,,,,,,,,,,,,,Y,99.36,,,
